Main ID,Incident ID,Incident Type,,Region of Incident,Incident year,Reported Month,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Region of Origin,Cause of Death,Location of death,Information Source,Coordinates,Longitude ,Latitude ,UNSD Geographical Grouping,Article title,Source Quality,URL
2016.MMP007589,"2016.MMP0075891037,2016.MMP0075891038",Split Incident,,Central America,2016,October,2,,2,,,2,,Latin America / Caribbean (P),Drowning,"Rio Grande near World Trade International Bridge, Nuevo Laredo, Tamaulipas, Mexico",SDP Noticias,POINT (-99.4332699 24.215586),-99.4332699,24.215586,Central America,Recuperan cuerpos de 2 migrantes en el Río Bravo,1,http://bit.ly/2eAfVEw
2016.MMP007590,2016.MMP007590,Incident,,North America,2016,October,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.988433 32.140133),-112.988433,32.140133,Northern America,,5,
2016.MMP007591,2016.MMP007591,Incident,,North America,2016,October,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.9909 32.1396),-112.9909,32.1396,Northern America,,5,
2016.MMP007602,2016.MMP007602,Incident,,North America,2016,October,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-110.17615 31.748933),-110.17615,31.748933,Northern America,,5,
2016.MMP007603,2016.MMP007603,Incident,,North America,2016,October,1,,1,,,1,,Central America,Mixed or unknown,"Unspecified location in the desert in New Mexico, USA",Los Angeles Times,POINT (-105.430637 32.26370999),-105.430637,32.26370999,Northern America,"She begged him not to leave Mexico again. But the lure of America was powerful, and deadly",3,http://lat.ms/2oh25gq
2016.MMP007609,2016.MMP007609,Incident,,Caribbean,2016,October,1,5,6,7,,1,,Caribbean,"Harsh environmental conditions / lack of adequate shelter, food, water","Near Port Aransas, Corpus Christi, Texas, USA",Noticias RPTV,POINT (-97.4065528 27.7345075),-97.4065528,27.7345075,Northern America,El misterio del náufrago en travesía de Cuba a Estados Unidos,3,http://bit.ly/2iIMjrl
2016.MMP007620,2016.MMP007620,Incident,,North America,2016,November,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.106567 31.723883),-112.106567,31.723883,Northern America,,1,
2016.MMP007624,2016.MMP007624,Incident,,Central America,2016,November,1,,1,,,1,,Central America,Drowning,"Rio Grande near Nuevo Laredo, Tamaulipas, Mexico",Laredo Monitor,POINT (-99.6148525 27.4531416),-99.6148525,27.4531416,Central America,,1,http://bit.ly/2fT0Hvz
2016.MMP007634,2016.MMP007634,Incident,,North America,2016,November,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.07773 32.5788),-112.07773,32.5788,Northern America,,5,
2016.MMP007638,2016.MMP007638,Incident,,Central America,2016,November,1,,1,,,1,,South America,Violence,"Río Grande, Nuevo Laredo, Tamaulipas, Mexico",Brazilian Voice,POINT (-99.6146319 27.4531416),-99.6146319,27.4531416,Central America,Jovem morto na fronteira do México é enterrado em Minas Gerais,1,http://bit.ly/2hWRiAv
2016.MMP007652,2016.MMP007652,Incident,,North America,2016,November,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.9245 31.724167),-111.9245,31.724167,Northern America,,5,
2016.MMP007653,2016.MMP007653,Incident,,North America,2016,November,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.91801 32.26808),-111.91801,32.26808,Northern America,,5,
2016.MMP007664,2016.MMP007664,Incident,,North America,2016,November,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.7542 31.8707),-112.7542,31.8707,Northern America,,5,
2016.MMP007690,2016.MMP007690,Incident,,Central America,2016,November,1,,1,,,1,,Central America,Drowning,"Río Bravo, Puente Internacional Uno, Piedras Negras, Coahuila, Mexico",La Rancherita del Aire,POINT (-103.434484 27.1334908),-103.434484,27.1334908,Central America,"Muere indigente ahogado en el río Bravo, trataba de cruzar a la unión americana",1,http://bit.ly/2fobUQ3
2016.MMP007699,2016.MMP007699,Incident,,North America,2016,November,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.670983 31.896033),-111.670983,31.896033,Northern America,,5,
2016.MMP007700,2016.MMP007700,Incident,,North America,2016,November,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.918133 31.831217),-111.918133,31.831217,Northern America,,5,
2016.MMP007701,2016.MMP007701,Cumulative Incident,,North America,2016,November,5,,5,,,,,Latin America / Caribbean (P),Mixed or unknown,"Webb County  jurisdiction, Texas",Washington Post,POINT (-99.9079019 27.7150873),-99.9079019,27.7150873,Northern America,The crossing,1,http://wapo.st/2fbj7CK
2016.MMP007705,2016.MMP007705,Incident,,North America,2016,November,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.691233 32.287367),-111.691233,32.287367,Northern America,,5,
2016.MMP007708,2016.MMP007708,Incident,,North America,2016,November,1,,1,,1,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.7579 31.91564),-111.7579,31.91564,Northern America,,5,
2016.MMP007729,2016.MMP007729,Incident,,North America,2016,December,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.02141 32.03843),-113.02141,32.03843,Northern America,,5,
2016.MMP007730,2016.MMP007730,Incident,,North America,2016,December,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.44025 31.5011),-111.44025,31.5011,Northern America,,5,
2016.MMP007750,2016.MMP007750,Incident,,North America,2016,December,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.99865 31.986783),-112.99865,31.986783,Northern America,,5,
2016.MMP007751,2016.MMP007751,Incident,,North America,2016,December,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.139183 31.980933),-112.139183,31.980933,Northern America,,5,
2016.MMP007764,2016.MMP007764,Incident,,North America,2016,December,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.851833 32.14),-112.851833,32.14,Northern America,,5,
2016.MMP007765,2016.MMP007765,Incident,,North America,2016,December,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.88075 31.92948),-111.88075,31.92948,Northern America,,5,
2016.MMP007786,2016.MMP007786,Incident,,North America,2016,December,1,,1,,,1,,Central America,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-110.419 31.871233),-110.419,31.871233,Northern America,,5,
2016.MMP007787,2016.MMP007787,Incident,,North America,2016,December,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.11867 32.37812),-113.11867,32.37812,Northern America,,5,
2016.MMP007799,2016.MMP007799,Incident,,North America,2016,December,1,,1,,1,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.00742 32.0983),-113.00742,32.0983,Northern America,,5,
2016.MMP007800,2016.MMP007800,Incident,,North America,2016,December,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.735917 31.871983),-112.735917,31.871983,Northern America,,5,
2016.MMP007801,2016.MMP007801,Incident,,North America,2016,December,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.754 32.657333),-112.754,32.657333,Northern America,,5,
2016.MMP007804,2016.MMP007804,Incident,,North America,2016,December,1,,1,,,,,Central America,Mixed or unknown,"Broken Bows Ranch, Eagle Pass, Maverick County, Texas",Zócalo,POINT (-100.5886411 28.640084),-100.5886411,28.640084,Northern America,Hallan los restos de un migrante hondureño,1,http://bit.ly/2h2Fawv
2016.MMP007807,2016.MMP007807,Incident,,North America,2016,December,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.26681 32.01581),-111.26681,32.01581,Northern America,,5,
2016.MMP007814,2016.MMP007814,Incident,,North America,2016,December,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-110.984272 32.001303),-110.984272,32.001303,Northern America,,5,
2016.MMP007821,2016.MMP007821,Incident,,Central America,2016,December,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"Rio Grande, Planta de Potabilidad Sur, Nuevo Laredo, Tamaulipas, Mexico",Hoy Tamaulipas,POINT (-99.4332699 24.215586),-99.4332699,24.215586,Central America,Sin Identificar Migrante Ahogado en al rio Bravo,1,http://bit.ly/2ifg4wE
2016.MMP007824,2016.MMP007824,Incident,,North America,2016,December,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Presidio County, Texas, USA",Presidio County Sheriff,POINT (-104.3730091 29.942368),-104.3730091,29.942368,Northern America,,5,
2016.MMP007826,2016.MMP007826,Cumulative Incident,,North America,2016,December,18,,18,,,,,Latin America / Caribbean (P),Mixed or unknown,"Hidalgo County, Texas, USA",Hidalgo County Sheriff,POINT (-98.3833477 26.376354),-98.3833477,26.376354,Northern America,,5,
2016.MMP007827,2016.MMP007827,Cumulative Incident,,North America,2016,December,16,,16,,,,,Latin America / Caribbean (P),Mixed or unknown,"Webb County  jurisdiction, Texas",Webb County Office of the Medical Examiner - Dr Corinne Stern,POINT (-99.25259 27.688366),-99.25259,27.688366,Northern America,,5,
2016.MMP01034,2016.MMP01034,Incident,,North America,2016,January,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.615983 31.749483),-111.615983,31.749483,Northern America,,5,http://www.humaneborders.info/app/map.asp
2016.MMP01049,2016.MMP01049,Incident,,North America,2016,January,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.548317 32.781117),-112.548317,32.781117,Northern America,,5,http://www.humaneborders.info/app/map.asp
2016.MMP01354,2016.MMP01354,Incident,,North America,2016,April,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.385888 31.888854),-111.385888,31.888854,Northern America,,5,http://www.humaneborders.info/app/map.asp
2016.MMP01587,2016.MMP01587,Incident,,North America,2016,June,1,,1,,,1,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.2995 32.84785),-113.2995,32.84785,Northern America,,5,
2016.MMP01601,2016.MMP01601,Incident,,North America,2016,June,1,,1,,,1,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.29039 32.846261),-112.29039,32.846261,Northern America,,5,
2016.MMP01701,2016.MMP01701,Incident,,North America,2016,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.146834 32.76809),-113.146834,32.76809,Northern America,,5,
2016.MMP01724,2016.MMP01724,Incident,,North America,2016,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.6005 32.840117),-112.6005,32.840117,Northern America,,5,
2016.MMP01725,2016.MMP01725,Incident,,North America,2016,July,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.6004 32.840117),-112.6004,32.840117,Northern America,,5,
