"Main ID","Incident ID","Incident Type","Region of Incident","Incident Date","Incident year","Reported Month","Number of Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Region of Origin","Cause of Death","Migration route","Location of death","Information Source",Coordinates,"UNSD Geographical Grouping","Article title","Source Quality",URL
2016.MMP007692,2016.MMP007692,Incident,Europe,2016-11-21,2016,November,1,,1,,,1,1,"Eastern Africa","Vehicle accident / death linked to hazardous transport",,"Near Bolzano, Italy","Express UK","POINT (11.3121383 46.4892313)","Southern Europe","‘I hate our life’ Friend speaks out after train kills teenage migrant in Italy",1,http://bit.ly/2gyb9VZ
2016.MMP007693,2016.MMP007693,Incident,Europe,2016-11-21,2016,November,1,,1,,,1,,Unknown,Drowning,"Italy to France","Roya River, Ventimiglia, Italy","Open Migration","POINT (7.60140659 43.79767991)","Southern Europe","The border crossing deaths in Ventimiglia",1,http://bit.ly/2mDdKSz
2016.MMP007694,2016.MMP007694,Incident,Mediterranean,2016-11-22,2016,November,7,,7,,,,,Unknown,"Mixed or unknown","Central Mediterranean","Unspecified location between Libya and Italy","IOM Italy, Reuters","POINT (14.4988153 34.2533716)",Uncategorized,"Migrant crisis: 1400 rescued, 8 bodies recovered in Mediterranean",4,http://bit.ly/2flpbsE
2016.MMP007695,2016.MMP007695,Incident,"Northern Africa",2016-11-22,2016,November,1,,1,,,,,"Eastern Africa (P)","Mixed or unknown",,"Sabratha, Libya","Mixed Migration Monitoring Mechanism Initative (4mi)","POINT (12.376176 32.7703544)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2016.MMP007696,2016.MMP007696,Incident,Europe,2016-11-23,2016,November,1,,1,,,1,,"Southern Asia","Harsh environmental conditions / lack of adequate shelter, food, water","Western Balkans","Abandoned industrial complex in northwestern Bulgaria","Sofia Globe","POINT (23.3381488 43.159215)","Eastern Europe","Refugee crisis: Asylum-seeker freezes to death in Bulgaria, 3000 confined",1,http://bit.ly/2fR6roQ
2016.MMP007697,2016.MMP007697,Incident,Europe,2016-11-23,2016,November,1,,1,,,1,,"Southern Asia",Violence,"Western Balkans","Woods near Adasevci transit reception center, in northwestern Serbia","IOM Belgrade","POINT (19.2285877 45.040846)","Eastern Europe",,4,
2016.MMP007698,2016.MMP007698,Incident,Mediterranean,2016-11-23,2016,November,2,26,28,,,,,Mixed,"Mixed or unknown","Central Mediterranean","Unspecifed location between Libya and Italy","MOAS via Twitter","POINT (12.4076589 36.4811381)",Uncategorized,,4,http://bit.ly/2gDW6xC
2016.MMP007699,2016.MMP007699,Incident,"North America",2016-11-23,2016,November,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-111.670983 31.896033)","Northern America",,5,
2016.MMP007700,2016.MMP007700,Incident,"North America",2016-11-23,2016,November,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-111.918133 31.831217)","Northern America",,5,
2016.MMP007701,2016.MMP007701,"Cumulative Incident","North America",2016-11-18,2016,November,5,,5,,,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Webb County  jurisdiction, Texas","Washington Post","POINT (-99.9079019 27.7150873)","Northern America","The crossing",1,http://wapo.st/2fbj7CK
2016.MMP007702,2016.MMP007702,Incident,"Central America",2016-11-24,2016,November,1,,1,,,1,,"Central America","Mixed or unknown",,"Between Av. Actopan and Tecamachalco street, Tuxla Gutierrez, Chiapas, Mexico ","Minuto Chiapas","POINT (-93.1996101 16.7459857)","Central America","Hallan Centroamericano en una Colonia de #TUXTLAGTZ",1,http://bit.ly/2lelvx7
2016.MMP007703,2016.MMP007703,Incident,Mediterranean,2016-11-25,2016,November,1,,1,,,1,,"Sub-Saharan Africa (P)",Drowning,"Western Mediterranean","Almadraba, Off the coast of Ceuta, Spain",EFE,"POINT (-5.3339862 35.8918024)",Uncategorized,"Entierran sin identificar a inmigrante hallado muerto cerca costa Ceuta",1,http://bit.ly/2gHNL9k
2016.MMP007704,2016.MMP007704,Incident,Mediterranean,2016-11-26,2016,November,8,,8,1,,,,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water","Central Mediterranean","Unspecifed location between Libya and Malta","Times of Malta","POINT (13.438092 34.0892379)",Uncategorized,"Seven corpses found on dinghy off Malta, rescued man dies at Mater Dei",1,http://bit.ly/2fxjEnz
2016.MMP007705,2016.MMP007705,Incident,"North America",2016-11-27,2016,November,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-111.691233 32.287367)","Northern America",,5,
2016.MMP007706,2016.MMP007706,Incident,"Eastern Africa",2016-11-27,2016,November,1,,1,,,,,"Eastern Africa (P)",Violence,,"Kismayo, Somalia","Mixed Migration Monitoring Mechanism Initative (4mi)","POINT (42.5278184 -0.3540976)","Eastern Africa",,2,http://www.mixedmigration.org/4mi/
2016.MMP007707,2016.MMP007707,Incident,"Eastern Africa",2016-11-27,2016,November,1,,1,,,,,"Eastern Africa (P)","Mixed or unknown",,"Luuq, Somalia","Mixed Migration Monitoring Mechanism Initative (4mi)","POINT (42.531595 3.7933823)","Eastern Africa",,2,http://www.mixedmigration.org/4mi/
2016.MMP007708,2016.MMP007708,Incident,"North America",2016-11-29,2016,November,1,,1,,1,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-111.7579 31.91564)","Northern America",,5,
2016.MMP007709,2016.MMP007709,Incident,"Central America",2016-11-29,2016,November,1,,1,,,1,,"Central America","Vehicle accident / death linked to hazardous transport",,"Between Paso del Jobo and Tetela, Acatlán de Pérez Figueroa municipality, Oaxaca, Mexico","Aldofo Flores Noticias ","POINT (-96.6075051 18.5375878)","Central America","Centroamericano se golpea con rama, cae de tren y muere",1,http://bit.ly/2h5gzaU
2016.MMP007710,2016.MMP007710,Incident,"Central America",2016-11-30,2016,November,1,,1,,,1,,"Central America","Sickness / lack of access to adequate healthcare",,"Calle Juan Álvarez 210, Tlaxcala Barrio de Tlaxcala, 78038 San Luis, S.L.P., Mexico ","Codigo San Luis","POINT (-100.9703437 22.1645779)","Central America","Fallece Hondureño en la Casa del Migrante",1,http://bit.ly/2hfoEgo
2016.MMP007711,2016.MMP007711,Incident,"Southern Africa",2016-11-30,2016,November,1,,1,,,,,Unknown,"Vehicle accident / death linked to hazardous transport",,"Body discovered at the O. R. Tambo International Airport, Johannesburg, South Africa",Vanguard,"POINT (28.2313545 -26.1332102)","Southern Africa","Nigeria to South Africa: Stowaway dies on Arik Air plane",1,http://bit.ly/2iPzx6R
2016.MMP007712,2016.MMP007712,Incident,"South-eastern Asia",2016-11-30,2016,November,1,,1,,,1,,"Southern Asia",Violence,,"Naf River, on border between Bangladesh and Myanmar",OHCHR,"POINT (92.2139799 20.9649223)","South-eastern Asia","Report of OHCHR mission to Bangladesh: Interviews with Rohingyas fleeing from Myanmar since 9 October 2016 - Flash Report",4,http://bit.ly/2kwtWGq
2016.MMP007713,2016.MMP007713,Incident,"Northern Africa",2016-11-30,2016,November,15,,15,,,,,Unknown,"Vehicle accident / death linked to hazardous transport","Sahara Desert crossing","Sahara Desert, between Khartoum, Sudan and Tripoli, Libya",MHub,"POINT (32.43162 17.93776)","Northern Africa","MHub Survey Data Italy 2017",2,
2016.MMP007714,2016.MMP007714,Incident,Europe,2016-12-03,2016,December,2,,2,1,1,1,,"Eastern Africa","Vehicle accident / death linked to hazardous transport",,"Train station in Woergl, Austria",AP,"POINT (12.0470017 47.4892495)","Western Europe","2 migrants die aboard train in attempt to get into Austria",1,http://apne.ws/2grWpYL
2016.MMP007715,2016.MMP007715,Incident,"Northern Africa",2016-12-03,2016,December,5,,5,,,,,"Eastern Africa (P)","Mixed or unknown","Sahara Desert crossing","in the Sahra desert around Aswan, Egypt","Mixed Migration Monitoring Mechanism Initative (4mi)","POINT (30.6654494 23.459686)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2016.MMP007716,2016.MMP007716,Incident,"Western Asia",2016-12-04,2016,December,4,,4,,1,3,,"Eastern Africa (P)",Violence,"Horn of Africa to Yemen crossing","Off the coast of Al Hudaydah, Yemen","Mixed Migration Monitoring Mechanism Initative (4mi)","POINT (50.14171 13.32476)",Uncategorized,,2,http://www.mixedmigration.org/4mi/
2016.MMP007717,2016.MMP007717,Incident,Mediterranean,2016-12-04,2016,December,2,,2,,2,,,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water","Central Mediterranean","Unspecified location in the Central Mediterranean","Medicines Sans Frontieres","POINT (15.8645735 34.1804604)",Uncategorized,,4,http://bit.ly/2h4YOIA
2016.MMP007718,2016.MMP007718,Incident,Mediterranean,2016-12-04,2016,December,14,6,20,120,,11,3,Mixed,Drowning,"Central Mediterranean","Unspecified location in the Central Mediterranean","IOM Italy, UNHCR","POINT (15.8645735 34.1804604)",Uncategorized,,4,
2016.MMP007719,2016.MMP007719,Incident,Mediterranean,2016-12-04,2016,December,4,,4,140,,,,Unknown,Drowning,"Central Mediterranean","Unspecified location in the Central Mediterranean",UNHCR,"POINT (15.8645735 34.1804604)",Uncategorized,,4,
2016.MMP007720,2016.MMP007720,Incident,"South-eastern Asia",2016-12-05,2016,December,26,4,30,6,11,,5,"Southern Asia",Drowning,,"Naf River, on border between Bangladesh and Myanmar","Al Jazeera","POINT (92.2139799 20.9649223)","South-eastern Asia","Dozens of Rohingya missing as boat sinks off Bangladesh",3,http://bit.ly/2gvfvgt
2016.MMP007721,2016.MMP007721,Incident,Mediterranean,2016-12-05,2016,December,11,,11,,,,,"Sub-Saharan Africa (P)",Drowning,"Central Mediterranean","20km east of Tripoli, Libya","IOM Libya, TVC News","POINT (13.2279444 32.955844)",Uncategorized,"Red Cross recovers 11 migrants bodies in Libya",4,http://bit.ly/2hk5978
2016.MMP007722,2016.MMP007722,Incident,"Western Asia",2016-12-05,2016,December,3,,3,,,,,"Western Asia",Violence,"Syria to Turkey","Outside of Harem, Idlib, Syria, near Turkish border","Syrian Observatory for Human Rights","POINT (36.502112 36.2253899)","Western Asia","Turkish border guards kill more Syrian citizens and about 25 persons were killed and wounded in Kafriya and Al-Fu’ah",4,http://bit.ly/2lpNeKX
2016.MMP007723,2016.MMP007723,Incident,"Western Asia",2016-12-05,2016,December,4,,4,,1,,,"Western Asia",Violence,"Syria to Turkey","Unspecified location in northern Syria, near Turkish border","Syrian Observatory for Human Rights","POINT (38.781604 36.7038534)","Western Asia","165 Syrian citizens killed by the Turkish border guards and SOHR calls for Turkey to punish the responsible",4,http://bit.ly/2kqOZt1
2016.MMP007724,2016.MMP007724,Incident,Mediterranean,2016-12-06,2016,December,5,,5,,,,,Unknown,"Mixed or unknown","Central Mediterranean","Bodies washed up near Tajoura, Libya","IOM Libya","POINT (13.3425399 32.8166249)",Uncategorized,,4,
2016.MMP007725,2016.MMP007725,Incident,Mediterranean,2016-12-07,2016,December,7,,7,38,,,,"Sub-Saharan Africa",Drowning,"Western Mediterranean","Cala Bonita, Off the coast of Al-Hoceima, Morocco","UNHCR, EFE","POINT (-3.9578892 35.2528608)",Uncategorized,"38 people rescued, 3 missing off Moroccan coast after migrant boat capsize",4,http://bit.ly/2iHRKGc
2016.MMP007726,2016.MMP007726,Incident,"Western Asia",2016-12-07,2016,December,,20,20,42,,,,"Eastern Africa (P)",Drowning,"Horn of Africa to Yemen crossing","In Arabian Sea northwest of Socotra, Yemen","AFP, IOM Libya","POINT (53.6010655 12.6095928)",Uncategorized,"More survivors found in Yemen shipwreck",4,http://dailym.ai/2hgcuoc
2016.MMP007727,2016.MMP007727,Incident,Mediterranean,2016-12-07,2016,December,2,,2,,2,,,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water","Central Mediterranean","Unspecified location in the Central Mediterranean",UNHCR,"POINT (15.8645735 34.1804604)",Uncategorized,"1,300 refugees rescued in Mediterranean, 16 found dead",4,http://bit.ly/2gfdFPO
2016.MMP007728,2016.MMP007728,Incident,"Central America",2016-12-07,2016,December,1,,1,,,1,,"Central America","Vehicle accident / death linked to hazardous transport",,"Colonia Los Metales, Torreon, Coahuila, Mexico","Laguna Multimedios","POINT (-103.4426442 25.5463284)","Central America","Indocumentado hondureño muere arrollado por ferrocarril",1,http://bit.ly/2hp0AWq
2016.MMP007729,2016.MMP007729,Incident,"North America",2016-12-07,2016,December,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-113.02141 32.03843)","Northern America",,5,
2016.MMP007730,2016.MMP007730,Incident,"North America",2016-12-08,2016,December,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-111.44025 31.5011)","Northern America",,5,
2016.MMP007731,2016.MMP007731,Incident,"Central America",2016-12-08,2016,December,1,,1,3,,,1,"Central America","Accidental death",,"Nogales municipality, Orizaba, Verucruz, Mexico",Noreste,"POINT (-97.1058781 18.8564443)","Central America","Muere intoxicado un guatemalteco en camión con arena sílica en autopista de Nogales",1,http://bit.ly/2hEqqV7
2016.MMP007732,2016.MMP007732,Incident,Mediterranean,2016-12-08,2016,December,10,,10,,,,,Unknown,"Mixed or unknown","Central Mediterranean","Bodies washed up near Tajoura, Libya","IOM Libya","POINT (13.3425399 32.8166249)",Uncategorized,,4,
2016.MMP007733,2016.MMP007733,Incident,"Northern Africa",2016-12-08,2016,December,1,,1,,,,,"Eastern Africa (P)","Mixed or unknown","Sahara Desert crossing","Singa, Sudan","Mixed Migration Monitoring Mechanism Initative (4mi)","POINT (33.1522764 12.5881652)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2016.MMP007734,2016.MMP007734,Incident,"Northern Africa",2016-12-08,2016,December,1,,1,,,,,"Eastern Africa (P)","Mixed or unknown","Sahara Desert crossing","Shendi, Sudan","Mixed Migration Monitoring Mechanism Initative (4mi)","POINT (33.4297655 16.6797294)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2016.MMP007735,2016.MMP007735,Incident,"Northern Africa",2016-12-08,2016,December,2,,2,,,,,"Eastern Africa (P)","Mixed or unknown","Sahara Desert crossing","In the desert around Abu Hamad, Sudan","Mixed Migration Monitoring Mechanism Initative (4mi)","POINT (33.2658798 19.6153873)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2016.MMP007736,2016.MMP007736,Incident,"Northern Africa",2016-12-08,2016,December,6,,6,,,,,"Eastern Africa (P)","Mixed or unknown","Sahara Desert crossing","In the desert of siena around Sudan-Egypt border","Mixed Migration Monitoring Mechanism Initative (4mi)","POINT (28.3949403 21.9660637)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2016.MMP007737,2016.MMP007737,Incident,Mediterranean,2016-12-09,2016,December,1,,1,,1,,,"Sub-Saharan Africa (P)","Mixed or unknown","Central Mediterranean","Body washed up to Zarzis, Tunisia","IOM Tunisia","POINT (11.1174217 33.5079174)",Uncategorized,,4,
2016.MMP007738,2016.MMP007738,Incident,Mediterranean,2016-12-09,2016,December,2,,2,,,2,,"Sub-Saharan Africa (P)","Mixed or unknown","Central Mediterranean","Bodies washed up near El Ketef port, Bengardane, Tunisia","IOM Tunisia","POINT (11.2132544 33.2086099)",Uncategorized,,4,
2016.MMP007739,2016.MMP007739,Incident,Mediterranean,2016-12-10,2016,December,8,,8,,,,,Unknown,"Mixed or unknown","Central Mediterranean","Bodies washed up near Tajoura, Libya","IOM Libya","POINT (13.3425399 32.8166249)",Uncategorized,,4,
2016.MMP007740,2016.MMP007740,Incident,"Central America",2016-12-10,2016,December,1,,1,,,,,"Latin America / Caribbean (P)",Drowning,,"Pacific Ocean, off Mazatlán, Chiapas, Mexico","El Sol de Puebla","POINT (-93.4629774 15.3540197)","Central America","Denuncia edil en Chiapas tráfico de migrantes por mar",1,http://bit.ly/2gDUD9c
2016.MMP007741,2016.MMP007741,Incident,"Northern Africa",2016-12-10,2016,December,1,,1,,,,,"Eastern Africa (P)","Sickness / lack of access to adequate healthcare","Sahara Desert crossing","Kassala, Sudan","Mixed Migration Monitoring Mechanism Initative (4mi)","POINT (36.3787571 15.4558144)","Northern Africa",,2,http://www.mixedmigration.org/4mi/
2016.MMP007742,2016.MMP007742,Incident,"Eastern Africa",2016-12-11,2016,December,1,,1,,,,,"Eastern Africa (P)",Violence,"Sahara Desert crossing","At the border of Eritrea and Sudan, Near Teseney, Eritrea","Mixed Migration Monitoring Mechanism Initative (4mi)","POINT (36.5023735 15.0874919)","Eastern Africa",,2,http://www.mixedmigration.org/4mi/
2016.MMP007743,2016.MMP007743,Incident,Mediterranean,2016-12-11,2016,December,15,,15,,,,,Mixed,"Mixed or unknown","Central Mediterranean","Bodies washed up near Tajoura, Libya","IOM Libya","POINT (13.3425399 32.8166249)",Uncategorized,,4,
2016.MMP007744,2016.MMP007744,Incident,Mediterranean,2016-12-11,2016,December,6,,6,165,,,,Unknown,"Mixed or unknown","Central Mediterranean","Unspecified location in the Central Mediterranean","IOM Italy, AFP","POINT (15.8645735 34.1804604)",Uncategorized,"Italy: Six dead in new Mediterranean migrant tragedy",4,http://bit.ly/2heIg4h
2016.MMP007745,2016.MMP007745,Incident,"Eastern Africa",2016-12-14,2016,December,1,,1,,,,,"Eastern Africa (P)","Sickness / lack of access to adequate healthcare",,"Near Berbera, Somalia","Mixed Migration Monitoring Mechanism Initative (4mi)","POINT (44.9946415 10.4325373)","Eastern Africa",,2,http://www.mixedmigration.org/4mi/
